dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
yeast,ocsvm,0.01,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.93964123725891,60.29741334915161,nu_0.1,
yeast,ocsvm,0.05,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.93964123725891,60.29741334915161,nu_0.1,
yeast,ocsvm,0.1,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.93964123725891,60.29741334915161,nu_0.1,
yeast,ocsvm,0,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.4154794216156,59.7732515335083,nu_0.1,
yeast,ocsvm,0.01,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.4154794216156,59.7732515335083,nu_0.1,
yeast,ocsvm,0.05,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.4154794216156,59.7732515335083,nu_0.1,
yeast,ocsvm,0.1,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.3577721118927,57.4154794216156,59.7732515335083,nu_0.1,
yeast,ocsvm,0,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,58.23892283439636,69.94559073448181,nu_0.5,
yeast,ocsvm,0.01,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,58.23892283439636,69.94559073448181,nu_0.5,
yeast,ocsvm,0.05,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,58.23892283439636,69.94559073448181,nu_0.5,
yeast,ocsvm,0.1,0.0001,True,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,58.23892283439636,69.94559073448181,nu_0.5,
yeast,ocsvm,0,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,57.62809753417969,69.33476543426514,nu_0.5,
yeast,ocsvm,0.01,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,57.62809753417969,69.33476543426514,nu_0.5,
yeast,ocsvm,0.05,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,57.62809753417969,69.33476543426514,nu_0.5,
yeast,ocsvm,0.1,0.0001,True,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.70666790008545,57.62809753417969,69.33476543426514,nu_0.5,
yeast,ocsvm,0,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.871422052383423,8.22755765914917,nu_0.1,
yeast,ocsvm,0.01,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.871422052383423,8.22755765914917,nu_0.1,
yeast,ocsvm,0.05,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.871422052383423,8.22755765914917,nu_0.1,
yeast,ocsvm,0.1,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.871422052383423,8.22755765914917,nu_0.1,
yeast,ocsvm,0,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.557757377624512,7.913892984390259,nu_0.1,
yeast,ocsvm,0.01,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.557757377624512,7.913892984390259,nu_0.1,
yeast,ocsvm,0.05,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.557757377624512,7.913892984390259,nu_0.1,
yeast,ocsvm,0.1,0.0001,False,10,50,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,2.356135606765747,5.557757377624512,7.913892984390259,nu_0.1,
yeast,ocsvm,0,0.0001,False,10,10,0.0000,0.0000,0.0000,0.3416,1.0000,0.5093,0.3416,1.0000,0.5093,11.42179536819458,5.543679475784302,16.965474843978882,nu_0.5,
