dataname,method,t,tol,knn,size_neighbor,min_neighbor,s_p,s_r,s_f1,o_p,o_r,o_f1,c_p,c_r,c_f1,overall_runtime,structured_runtime,combined_runtime,param
abalone,ocsvm,0.05,0.01,TRUE,100,50,0.5,0.2465,0.330207636,0.4903,0.951,0.647,0.492,0.9606,0.6507,3.682487965,17.7609179,21.44340587,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,100,50,0,0,0,0.4903,0.951,0.647,0.4903,0.951,0.6470,3.682487965,17.7609179,21.44340587,nu_0.5
abalone,ocsvm,0,0.01,TRUE,300,10,0.4982,1,0.665064744,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,29.03503704,29.74391103,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,300,10,0.498,0.999,0.664665331,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,29.03503704,29.74391103,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,300,10,0.492,0.9731,0.653559757,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,29.03503704,29.74391103,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,300,10,0.4463,0.1519,0.226656536,0.5552,0.9092,0.6894,0.5477,0.9222,0.6872,0.708873987,29.03503704,29.74391103,nu_0.1
abalone,ocsvm,0,0.01,TRUE,300,50,0.4982,1,0.665064744,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,24.3565011,25.06537509,nu_0.1
abalone,ocsvm,0.01,0.01,TRUE,300,50,0.498,0.999,0.664665331,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,24.3565011,25.06537509,nu_0.1
abalone,ocsvm,0.05,0.01,TRUE,300,50,0.492,0.9731,0.653559757,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.708873987,24.3565011,25.06537509,nu_0.1
abalone,ocsvm,0.1,0.01,TRUE,300,50,0.4446,0.1446,0.218225255,0.5552,0.9092,0.6894,0.548,0.9222,0.6875,0.708873987,24.3565011,25.06537509,nu_0.1
abalone,ocsvm,0,0.01,TRUE,300,10,0.4982,1,0.665064744,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,40.77920008,44.39202476,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,300,10,0.4982,1,0.665064744,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,40.77920008,44.39202476,nu_0.5
abalone,ocsvm,0.05,0.01,TRUE,300,10,0.4972,0.9962,0.663332851,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,40.77920008,44.39202476,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,300,10,0.4751,0.678,0.558698812,0.4903,0.951,0.647,0.4954,0.9784,0.6578,3.612824678,40.77920008,44.39202476,nu_0.5
abalone,ocsvm,0,0.01,TRUE,300,50,0.4982,1,0.665064744,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,37.89417696,41.50700164,nu_0.5
abalone,ocsvm,0.01,0.01,TRUE,300,50,0.4982,1,0.665064744,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,37.89417696,41.50700164,nu_0.5
abalone,ocsvm,0.05,0.01,TRUE,300,50,0.4971,0.9957,0.663132998,0.4903,0.951,0.647,0.4982,1,0.6651,3.612824678,37.89417696,41.50700164,nu_0.5
abalone,ocsvm,0.1,0.01,TRUE,300,50,0.4753,0.6338,0.543224488,0.4903,0.951,0.647,0.4948,0.9745,0.6563,3.612824678,37.89417696,41.50700164,nu_0.5
abalone,ocsvm,0,0.01,FALSE,300,10,0.4965,0.9933,0.662066653,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.716959,39.74322581,40.46018481,nu_0.1
abalone,ocsvm,0.01,0.01,FALSE,300,10,0.4756,0.877,0.616739908,0.5552,0.9092,0.6894,0.5026,0.9914,0.6670,0.716959,39.74322581,40.46018481,nu_0.1
abalone,ocsvm,0.05,0.01,FALSE,300,10,0.4831,0.2686,0.345245869,0.5552,0.9092,0.6894,0.5422,0.927,0.6842,0.716959,39.74322581,40.46018481,nu_0.1
abalone,ocsvm,0.1,0.01,FALSE,300,10,0.5864,0.1158,0.193406779,0.5552,0.9092,0.6894,0.5509,0.9212,0.6895,0.716959,39.74322581,40.46018481,nu_0.1
abalone,ocsvm,0,0.01,FALSE,300,50,0.4885,0.9616,0.647874767,0.5552,0.9092,0.6894,0.4982,1,0.6651,0.716959,34.60931897,35.32627797,nu_0.1
abalone,ocsvm,0.01,0.01,FALSE,300,50,0.4734,0.8592,0.61045367,0.5552,0.9092,0.6894,0.5037,0.9899,0.6677,0.716959,34.60931897,35.32627797,nu_0.1
abalone,ocsvm,0.05,0.01,FALSE,300,50,0.5009,0.2566,0.339355617,0.5552,0.9092,0.6894,0.5422,0.926,0.6839,0.716959,34.60931897,35.32627797,nu_0.1
abalone,ocsvm,0.1,0.01,FALSE,300,50,0.5965,0.1144,0.191980869,0.5552,0.9092,0.6894,0.5514,0.9207,0.6897,0.716959,34.60931897,35.32627797,nu_0.1
abalone,ocsvm,0,0.01,FALSE,300,10,0.4977,0.9981,0.664198917,0.4903,0.951,0.647,0.4982,1,0.6651,3.779999018,84.30188799,88.08188701,nu_0.5
abalone,ocsvm,0.01,0.01,FALSE,300,10,0.4953,0.9885,0.659932673,0.4903,0.951,0.647,0.4982,1,0.6651,3.779999018,84.30188799,88.08188701,nu_0.5
abalone,ocsvm,0.05,0.01,FALSE,300,10,0.4743,0.8784,0.615990419,0.4903,0.951,0.647,0.4981,0.999,0.6648,3.779999018,84.30188799,88.08188701,nu_0.5
abalone,ocsvm,0.1,0.01,FALSE,300,10,0.4805,0.6997,0.569743857,0.4903,0.951,0.647,0.4969,0.9909,0.6619,3.779999018,84.30188799,88.08188701,nu_0.5
abalone,ocsvm,0,0.01,FALSE,300,50,0.4955,0.9894,0.660310728,0.4903,0.951,0.647,0.4982,1,0.6651,3.779999018,84.90021706,88.68021607,nu_0.5
abalone,ocsvm,0.01,0.01,FALSE,300,50,0.4941,0.9832,0.657685128,0.4903,0.951,0.647,0.4982,1,0.6651,3.779999018,84.90021706,88.68021607,nu_0.5
abalone,ocsvm,0.05,0.01,FALSE,300,50,0.4759,0.8693,0.615075632,0.4903,0.951,0.647,0.4981,0.999,0.6648,3.779999018,84.90021706,88.68021607,nu_0.5
abalone,ocsvm,0.1,0.01,FALSE,300,50,0.4951,0.6752,0.571292011,0.4903,0.951,0.647,0.4967,0.9875,0.6610,3.779999018,84.90021706,88.68021607,nu_0.5
,,,,,,,,,,,,,,,,,,,
